company,job_header,job_description
Jerry,Graphic Design Intern,"We’d love to hear from you if you like:

Start-up energy working with a brilliant and passionate team
$900 billion market opportunity
Exponential growth (10X revenue in 2020)
Rockstar teammates. You will be working with a strong leadership team from Facebook, Alibaba, Amazon, Lending Club, GEICO, SoFi, etc.

Responsibilities:
Create concepts and execute on briefs for our website, microsites, social media channels and infographics
Deliver a steady cadence of visual assets for our organic and paid marketing team
Work closely with our content team to deliver still graphics for our online editorial publication
Maintain a cohesive style and aesthetic across all customer-facing platforms

Requirements:
Experienced with Adobe Creative Suite (Photoshop, Illustrator)
Some experience creating 2D animation
Ability to take feedback and pivot quickly in a fast-paced, startup environment
Portfolio showcasing your best work
About Jerry:

Jerry is building the first Super App to save car owners time and money on all their car expenses. Drivers deserve better. That’s why we’re committed to making shopping for insurance, financing, maintenance, repairs, parking and more just a few clicks, texts, or swipes away.

Jerry is taking processes that haven’t substantively changed in decades and reimagining and redesigning them. Using artificial intelligence, machine learning and bots, Jerry eliminates the need for long forms and phone calls while providing personalized services for all car-owners’ needs.

Today, Jerry is the #1 rated and most downloaded app in its category and the fastest way to compare and buy car insurance. We just passed our 1M customer mark in the car insurance category and we are just getting started. Jerry is replicating that frictionless experience in other car expense categories.

Join our team of curious and passionate people who love tackling real-world problems and be a part of building a revolutionary product that’s disrupting a massive market.

Jerry was founded in 2017 by serial entrepreneurs who previously built and scaled YourMechanic and has raised more than $130 million in financing."
Intact,Data Science - 4 Month Co-op/Internship (Winter 2022),"It’s more than a great career. It’s a bright future.
We aim to be the best insurance AI shop in the world and we’re cultivating the next generation of tech and talent to help us do it. With our team, you’ll get valuable, hands-on industry experience plus the opportunity to fast-track your career in data science.
At Intact, we’re leading an insurance transformation to better protect people, businesses and society. We want future leaders - like you - to help us lead the charge. Join our Intact Lab – Data Science team as a Data Science Co-op/Intern! In this role, you’ll make a difference while building the skills and experience that will propel your career forward.



About the role


Here, we cultivate an environment that will help you meet your full potential. You’ll be encouraged to seize on challenges, learn from our diverse teams, and grow. As a valued member of the team, you’ll get hands-on business experience, on-the-job coaching and opportunities to build relationships. That’s how we develop the future leaders who will continue to deliver on our purpose to help people, businesses, and society prosper in good times and be resilient in bad times.
As a Data Science Co-op/Intern, you will take on stimulating projects that offer opportunities to learn and grow as part of a multidisciplinary team with a mandate to develop and roll out innovative products. CLICK HERE to watch a video on how the #intactlab #datascience team is helping to transform the way millions of Canadians protect the things they love.
You may be a good fit for this role if you:
Have strong analytical and problem-solving skills
Are an effective communicator
Are well organized, with good time management skills
Are able to work independently
Are creative
Are comfortable working as part of a team
What you’ll do here:
Transform complex data sets into meaningful conclusions and recommendations
Participate in developing completely new and innovative solutions, using machine learning, AI and statistical approaches
Get experience working with different types of data including telematics, text data and image data
Be on the lookout for new approaches and opportunities to integrate them into the solutions you design
Here are a few reasons why others have joined our team:
Experience first-hand what it’s like to work as a Data Scientist and learn more about how advances in technology are shaping the way the insurance business works
Explore new ideas and learn best practices in a fun, inclusive environment
Put your creative mind to work while you help the team solve problems and contribute to challenging, meaningful projects
Be a part social events with the team, where you will meet new people and celebrate successes



Qualifications


What you bring to the table:
Bachelor's, Master's or PhD in progress, in artificial intelligence, data science, computer science, mathematics, statistics or a related field
Available to work with us for a 4 month, 8 month or 12 month period (beginning in January 2022)
Practical experience in data science, Machine Learning or deep learning
Practical experience with Python or R programming languages
Knowledge of Big Data tools: Spark, Hadoop, (an asset)
Knowledge of computer visioning or natural language processing (NLP) (an asset)
Understanding of data science approaches in consumer research domains (an asset)
Your career starts here. Apply today!
We can’t wait to learn more about you. When you complete your application, remember to include your cover letter, resume, University transcript and links to personal projects you developed. We hire co-ops every semester (Winter, Summer and Fall)! We’re accepting applications now through October 8, 2021 at 11:59pm EST. All submissions will be reviewed during this time, as well as after the posting closes.
Flexible Work Arrangements
Right now, we support 100% remote work, if your role permits. We anticipate that in November, we’ll be moving to a hybrid approach which gives us the best of both worlds – a mix of home and in-office workdays.



Closing Statement


We are an Equal Opportunity Employer
At Intact, our value of Respect is founded on seeing diversity as a strength, being inclusive and fostering collaboration. We value diversity and strive to create an inclusive, accessible workplace where all individuals feel valued, respected and heard.
If we can provide a specific adjustment to make the recruitment process more accessible for you, please advise the Talent Acquisition partner who reaches out about the job opportunity and they will work with you to meet your needs.
Background Checks
As an employer and publicly traded financial services company, the best interests of our customers, employees and shareholders are important to us. We want Intact to be a great place to work! This means that internal and external candidates will be asked to consent to background checks so we can learn more about you. Please note that for positions with access to financial data or funds, your credit must be in good standing.
Internal Candidates
For internal candidates, you can apply for a posted position if you have been in your current position for at least 12 months and are performing at a satisfactory level. Please note we may have identified other internal candidates through our Employee Development Program, and that the selection process may also be opened to external applicants.
Eligibility to Work in Canada
It’s important that you are legally eligible to work in Canada at the time an offer of employment is made. You may be requested to provide proof of eligibility at that time.



Student Relations


studentrelations"
IBM,IOT/ML Engineer Intern (4 Months),"Introduction
At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk.

Your Role and Responsibilities
This position resides inOttawa, Ontarioand is a4-monthwork term commencingJanuary 2022. It is mandatory that all applicants are enrolledin full-time studies at a post-secondary institution and returning to full-time studies uponcompletion of the work termThis position resides in Toronto, Ontario and is a 4 month work term commencing January 2022. It is mandatory that all applicants are enrolled in full-time studies at a post-secondary institution and returning to full-time studies upon completion of the work term.

Having the freedom to bring your ideas and past experience into practice, this role allows an IoT enthusiast to work with various gadgets and robotics equipment, combined with latest technologies like AI, AR. The key objective for this role is to realize an IoT idea into reality. This position will expose the interns to technologies like drone, visual recognition, data modelling with sensor data, voice recognition, etc. Interns in the practice also have the opportunity to be coached by experienced engineers and Ph.D engineering graduates to conduct research on advanced AI technologies such as anomaly detection, 3D reconstruction, NLP and forecasting. Some of the past students, leveraging what they have learned from this practice have become entrepreneurs and running their own startups. Within the execution of the project, interns will have opportunity to learn about various technologies in IBM cloud, AWS, and Azure. A more detailed description of the various technologies used in past projects is provided below: IBM Watson IoT platform is an industry leading cloud solution that allows you to:
Connect and manage IoT devices, networks and gateways
Integrating IoT data with structured and unstructured data from other sources
Gaining insights from information using real-time, predictive and cognitive analytics
Secure IoT data with Blockchain
Develop custom machine learning algorithms using both IBM Watson and open source Deep Learning, CNNs, and Computer Vision software
Deploy embedded computing and edge analytics to IoT systems

Required Technical and Professional Expertise
Minimum of two co-op work terms in a development role
Hands-on experience with fast prototyping using public libraries and APIs for Machine Learning or Deep Learning
Engineering, Computer Science, Mathematics, and Statistic students with strong Math and programming skills
Must be eligible to work 4 months commencing January 2022.

Preferred Technical and Professional Expertise
Experience with Python, Julia, R, C++, Scala.
Frameworks such as pytorch, tensorflow, paddlepaddle, opencv, scikit-learn.
Co-op or internship program enrollment is preferred.

Must have the ability to work in Canada without sponsorship.
About Business UnitIBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.

Your Life @ IBMAre you craving to learn more? Prepared to solve some of the world's most unique challenges? And ready to shape the future for millions of people? If so, then it's time to join us, express your individuality, unleash your curiosity and discover new possibilities.

Every IBMer, and potential ones like yourself, has a voice, carves their own path, and uses their expertise to help co-create and add to our story. Together, we have the power to make meaningful change – to alter the fabric of our clients, of society and IBM itself, to create a truly positive impact and make the world work better for everyone.

It's time to define your career.

About IBMIBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location StatementThis role will involve working with technology that is covered by Export Regulations sanctions. If you are a Foreign National from any of the following US sanctioned countries (Cuba, Iran, North Korea, and Syria) on a work permit, you are not eligible for employment in this position.

Being You @ IBMIBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
AutoMetrics Manufacturing Technologies Inc,Hardware & Network Engineering Coop/Intern,"Hardware and networking engineering coop/intern - January 2022
About AutoMetrics
AutoMetrics is changing the way manufacturing quality is checked in heavy industry, from automotive and civil structures to shipbuilding and pipelines! Our flagship system for welding operations carries a machine-learning-powered brain to monitor the process, just like an experienced welder’s eyes! Our futuristic dashboard provides not just process data but also the actionable insight to bridge between process-level and operation-level quality inspection. At AutoMetrics, you will be part of a highly driven and multi-disciplinary team as well as a global movement toward intelligent automation and industry 4.0!
Your Role
This role is focused on developing and improving the performance of networking components and hardware integrations of our automated inspection system consisting of multiple sensors and cameras. You will be working on integration and network developments as we upscale existing infrastructure and add new features. This role requires an extensive grasp of efficient architectures, protocols, APIs, and tools for streaming a large set of data as well as compression methods that ensure fast and seamless transmission. This also requires proficiency in Python and C++ programming, to write scripts and manage libraries. Knowledge of standard testing methods and metrics related to sensors and network performance is critical.
In addition to the software components, you have hands-on experience with hardware components such as boards, sensors, and simple circuitry integrations. Experience in product developments including PCB design and testing or demonstrated knowledge of the matter would be a great bonus.
This role is yours if you thrive on innovating on the go to solve engineering challenges, have an algorithmic way of thinking, and are passionate about designing efficient IoT architectures. The role requires committing to thorough documentation, agile practices, and internal procedures that ensure a seamless flow of developments at a multidisciplinary team.
Responsibilities
Take the lead on a variety of projects including evaluating various networking protocols and architectures, compiling reports and proposal;
Design scalable and optimized network modules and hardware integrations based on business objectives;
Implement IoT components and conduct/document thorough testing;
Proactively contribute to and implement continuous improvement initiatives;
Produce task lists to breakdown project assignments into appropriate levels of detail;
Produce required technical reports and documentation.
Qualifications
A degree in electrical, mechanical, or mechatronics engineering;
Recent grads with at least one past coop position preferred;
Experience with edge and sensor device connectivity and analytics
Experience with data streaming protocols, APIs,
Solid understanding of computer science fundamentals, proficiency in programming with C/C++ and Python;
Strong ability to present work and communicate ideas to technical and non-technical coworkers;
A strong desire to work in a collaborative and multidisciplinary environment.
Great to have(s)
Experience and expertise with signal processing including audio handling;
Experience with PCB design, testing, and prototyping
Experience with robotic and vision systems
Experience being part of a product development team;
Experience with working with and managing Github
Past IoT / Embedded experience – from board and SoC usage, bootloaders, and firmware to operating systems
This role will be funded through the SWPP program, a federal program requiring Canadian, permanent resident, or registered refugee status.
AutoMetrics is dedicated to helping its employees grow and develop technical and soft skills in an innovative and collaborative environment. AutoMetrics is an equal opportunity employer with an inclusive culture. We thank all applicants in advance for their interest, however only those selected for an interview will be contacted.
Contract length: 4 months
Job Types: Full-time, Contract
Salary: $20.00-$23.00 per hour
Ability to commute/relocate:
Toronto, ON: reliably commute or plan to relocate before starting work (preferred)
Application question(s):
Are you currently student or returning to school after the job term?
Licence/Certification:
Canadian citizenship, PR, or registered refugee status? (required)"
Trimble,Autonomy Engineering Intern,"Job Title: Engineering Intern
Location: Toronto, Canada
Division : Applanix
Are you passionate about mobile robots? Do you get excited about the latest developments in autonomous vehicle technology? Would you enjoy working with a highly skilled team of people who are just as passionate about this as you? Come join the Applanix Engineering team! We have been working hard at developing cutting edge mapping and localization technologies since the days of the DARPA Grand Challenges and would love to work with a highly skilled and motivated intern to take our system to the next level.
As an intern, you would work closely with our team of engineers to support the development of Applanix’s POS (INS) and LiDAR SLAM & Perception systems. These systems provide precise localization information to autonomous systems in both GNSS and GNSS-denied environments.
Basic Qualifications:
Enrollment in a computer, electrical, mechatronics engineering or computer science
Experience with Python, C++ and good programming practice
Good communication skills and a collaborative mindset
Enthusiasm towards autonomy, self-driving technologies
Preferred Qualifications:
Experience using Linux, shell scripting, and ROS
Experience working with data for machine learning, navigation, or other robotics applications
Experience with a CAD program like SolidWorks (for sensor rack design) would be a plus
Your exact responsibilities will be determined by a combination of your skill set and interests and the priority of the tasks that our group is facing at any given time.
Key job responsibilities:
Assist in evaluating new perception sensors for localization and perception for mobile robotics applications.
Enhance machine learning, localisation, and mapping features that have been prototyped by or in collaboration with our engineering team.
Develop and improve automated tests to enforce code quality and quantify the performance of our solutions in on and off-road environments.
Modify engineering designs using CAD software like SolidWorks"
IBM Canada,Software Developer Intern (8 months),"Introduction

At IBM, work is more than a job – it’s a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you’ve never thought possible. Are you ready to lead in this new era of technology and solve some of the world’s most challenging problems? If so, lets talk.

Your Role and Responsibilities

As a Software Developer Intern, you will help build a large-scale content syndication and learning management system used by several million people worldwide. If you ever wanted to help build something akin to the Apple App Store or Google Play Store but for education, this is your opportunity. You will have a lot of creative freedom to exercise and grow your skills and to put what you learn to good use.
We containerize and orchestrate at scale. We apply machine learning, AI, and blockchain. We do cool things on mobile. We dabble in Golang, Elixir, and everything else that’s cool and new. We care about your passion and competence, not the number of years.
We are an emerging technologies team. That means we make bets about what’s coming next, not just what is popular today. Serverless, WebAssembly, blockchain, self-sovereign identity, self-driving cars, AI, and more AI.
We have a great working environment with the latest tools and great people. You’ll have ultimate flexibility in choosing technologies. You will learn, learn, learn. We guarantee continuous learning at the cutting edge of everything tech.
We value passion and attitude over experience. We consider soft skills to be technical skills and we value them as much as the ability to code.
Must be eligible to work an 8 month term commencing Jan 2022.

Required Technical and Professional Expertise
One of Ruby, Python, or Javascript programming languages
Web Development experience


Preferred Technical and Professional Expertise
One of Vue or React JS frameworks
One of Rails, Flask, or Django
Docker
Kubernetes
Git
Linux or Mac command line
SQL


Must have the ability to work in Canada without sponsorship.

Key Job Details Country/Region:CA State:ONTARIO City:Markham Category:Other Required Education:High School Diploma/GED Position Type:Intern Employment Type:Full-Time Contract Type:Internship Company:(0026) IBM Canada Limited – IBM Canada Limitee Req ID:457507BR Travel Required:No Travel"
Ontario Teachers' Pension Plan,Intern – Quantitative Strategies & Research (4 or 8 month co...,"The opportunity
January 2022 - April 2022/May 2022 - August 2022
Do you want to use your research skills and curiosity about markets to explore and build new systematic investment strategies?
We are Quantitative Strategies and Research (QSR), an innovation-driven team within Capital Markets at Ontario Teachers’ Pension Plan. We manage a broad and diversified portfolio, built using quantitative models, and are looking for an intern to join us this winter or summer.
We have varied educational backgrounds and research interests, and we are all passionate about understanding market drivers and using tools like data science, statistics, and technology to test and run our ideas. We are working on a lot of different projects - whether you are an undergrad curious about quantitative investing or a graduate student with advanced and original research contributions, we have something for you!
Who you’ll work with
QSR is a team of 15, based in Toronto. Some of us focus on research and portfolio management, others on data science and technology. You will report to one of the team’s Principals based on the best match for your interests and our needs. You will work on research projects and collaborate with other team members. We will encourage you to think independently and explore and present your own ideas and we will guide and help you along the way.
As a member of Capital Markets, a dynamic team of 80+ investment professionals working across liquid markets, you will also have unparalleled opportunities to meet and learn from people with different areas of expertise and approaches to investing!
What you’ll do
Contribute to QSR’s broad research and development initiatives (we tend to work in Matlab and Python)
Apply a wide array of quantitative techniques (e.g., statistics, machine learning, optimization, etc.) to explore and test investment and portfolio hypotheses
Review, critique, and implement research papers from academia or the practitioner community
Present and discuss your results with the team and gather feedback for improvement
Work on a variety of datasets, e.g., sourcing, cleaning, visualization, and predictive modelling
Propose original ideas (e.g., based on personal interests, prior experience, or graduate research) and test them on real-world data
Gain experience in one or several asset classes, including equities, fixed income, currencies, and commodities
Contribute to the development and optimization of our portfolio implementation infrastructure and analytical tools
What you’ll need
To be enrolled in a Ph.D. program or Master’s or upper-year undergraduate program providing solid quantitative research and/or technology foundations (e.g., math, stats, computer science, engineering, economics, etc.)
A passion for research, demonstrated through academic work (e.g., papers published, research projects or theses) or personal projects
Broad programming experience, especially in scientific programming (we tend to work in Matlab and Python)
Curiosity and interest about applying research and technology in the context of understanding markets and building portfolio systems.
You should be returning back to your studies after the work term is completed
What we’re offering
An inclusive and welcoming work environment
Numerous opportunities for professional growth and development, including lunch and learns, networking and online learning through Degreed, which offers thousands of resources on various different subjects
Student-led team building events
Several forums, including Employee Resource Groups (ERGs), for colleagues to connect, share ideas and build community
Discount programs including Edvantage and Perkopolis
At Ontario Teachers’, diversity is one of our core strengths. We are a globally minded organization and take pride ensuring that the people we hire and the culture we create reflect and celebrate diversity of thought, background and experience.
If you require an accommodation for the application, recruitment or interview process, please let us know and we will work with you to meet your needs.
How to apply
Are you ready to pursue new challenges and take your career to the next level? Submit your application online at www.otpp.com/careers and apply to requisition #3642. The following documents are required to be uploaded with your application:
Resume
Copy of your transcripts
**Once your resume is uploaded, you may use the ‘upload’ button to attach more documents such as those required and outlined above.
You will also be invited to complete a pre-recorded digital interview as part of your application. This portion of your application will take approximately 10 minutes to complete.
The deadline to apply for this role is September 28, 2021.
Please note that as part of our eligibility criteria it is required you are available to begin on or before January 3, 2022 or May 2, 2022 for onboarding and training purposes.
We thank you for applying, however, only those selected for a personal interview will be contacted. Note that candidates must be legally entitled to work in the country where this role is located.
Functional Area:
Administration
Requisition ID:
3642
The privacy of your personal information is important to us. Please visit our Privacy Centre to learn how we handle your personal information."
Google,"Research Intern, BS, Summer 2022","Please complete your application before February 16th, 2022. Participation in the internship program requires that you are located in Canada for the duration of the internship program.
NOTE: This internship is intended for students who are pursuing a BS degree with an anticipated graduation date before December 2023, depending on their program and unique circumstances. If you are graduating after December 2023, we encourage you to apply to the Student Researcher opening.
To start the application process, you will need an updated CV or resume and a current unofficial or official transcript in English (PDFs preferred). Please ensure your anticipated graduation dates (in MM/YY) and any proficiency in coding languages are listed on resume.

Note: By applying to this position you will have an opportunity to share your preferred working location for this position from the following: Waterloo, ON, Canada; Montreal, QC, Canada; Toronto, ON, Canada
Minimum qualifications:
Currently enrolled in a Bachelor's degree in Computer Science, Linguistics, Statistics, Biostatistics, Applied Mathematics, Operations Research, Economics, Natural Sciences or a related technical field.
Experience in one area of computer science, e.g., Natural Language Understanding, Computer Vision, Machine Learning, Deep Learning, Algorithmic Foundations of Optimization, Quantum Information Science, Data Science, Software Engineering, or similar.

Preferred qualifications:
Currently attending a degree program in Canada.
Availability to work full-time for a minimum of 12 weeks outside of university term. Ability to return to a degree program after completion of the internship.
Relevant experience as a researcher, including internships, full-time, or at a lab.
Experience contributing research communities or efforts, including publishing papers in major conferences or journals.
Experience with one or more general purpose programming languages
Ability to speak and write in English fluently.
About the job
Join us for a full-time, 12-14 week paid internship that offers personal and professional development, an executive speaker series, and community-building. Research happens across Google everyday, in many different teams. Our research has already impacted user-facing services across Google, including Search, Maps, and Google Now, and is central to the success of Google Cloud and our planet-scale computing, storage, and networking infrastructure.
Research Interns aren't cloistered in the lab, but instead they work closely with Engineers to discover, invent, and build at the largest scale. Ideas may come from internal projects. From creating experiments and prototyping implementations to designing new architectures, Research Interns work on challenges in artificial intelligence, machine perception, data mining, machine learning, natural language understanding, privacy, computer architecture, networking, operating systems, storage and data management, and much more.
Research happens at Google everyday, on many different embedded teams throughout the company. Our research reaches the user through both services and products such as Search, Maps, Google Assistant, Google Translate, Google Cloud and our computing, storage, and networking infrastructure. To achieve this, we’re working on a wide variety of projects that utilize the latest state-of-the-art technologies that push the boundaries of what is possible.
Responsibilities
Develop and execute a research agenda.
Create and support a productive and innovative team, including working with peers, managers, and teams.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form."
Jerry,Graphic Design Intern,"We’d love to hear from you if you like:

Start-up energy working with a brilliant and passionate team
$900 billion market opportunity
Exponential growth (10X revenue in 2020)
Rockstar teammates. You will be working with a strong leadership team from Facebook, Alibaba, Amazon, Lending Club, GEICO, SoFi, etc.

Responsibilities:
Create concepts and execute on briefs for our website, microsites, social media channels and infographics
Deliver a steady cadence of visual assets for our organic and paid marketing team
Work closely with our content team to deliver still graphics for our online editorial publication
Maintain a cohesive style and aesthetic across all customer-facing platforms

Requirements:
Experienced with Adobe Creative Suite (Photoshop, Illustrator)
Some experience creating 2D animation
Ability to take feedback and pivot quickly in a fast-paced, startup environment
Portfolio showcasing your best work
About Jerry:

Jerry is building the first Super App to save car owners time and money on all their car expenses. Drivers deserve better. That’s why we’re committed to making shopping for insurance, financing, maintenance, repairs, parking and more just a few clicks, texts, or swipes away.

Jerry is taking processes that haven’t substantively changed in decades and reimagining and redesigning them. Using artificial intelligence, machine learning and bots, Jerry eliminates the need for long forms and phone calls while providing personalized services for all car-owners’ needs.

Today, Jerry is the #1 rated and most downloaded app in its category and the fastest way to compare and buy car insurance. We just passed our 1M customer mark in the car insurance category and we are just getting started. Jerry is replicating that frictionless experience in other car expense categories.

Join our team of curious and passionate people who love tackling real-world problems and be a part of building a revolutionary product that’s disrupting a massive market.

Jerry was founded in 2017 by serial entrepreneurs who previously built and scaled YourMechanic and has raised more than $130 million in financing."
Trimble,Autonomy Engineering Intern,"Job Title: Engineering Intern
Location: Toronto, Canada
Division : Applanix
Are you passionate about mobile robots? Do you get excited about the latest developments in autonomous vehicle technology? Would you enjoy working with a highly skilled team of people who are just as passionate about this as you? Come join the Applanix Engineering team! We have been working hard at developing cutting edge mapping and localization technologies since the days of the DARPA Grand Challenges and would love to work with a highly skilled and motivated intern to take our system to the next level.
As an intern, you would work closely with our team of engineers to support the development of Applanix’s POS (INS) and LiDAR SLAM & Perception systems. These systems provide precise localization information to autonomous systems in both GNSS and GNSS-denied environments.
Basic Qualifications:
Enrollment in a computer, electrical, mechatronics engineering or computer science
Experience with Python, C++ and good programming practice
Good communication skills and a collaborative mindset
Enthusiasm towards autonomy, self-driving technologies
Preferred Qualifications:
Experience using Linux, shell scripting, and ROS
Experience working with data for machine learning, navigation, or other robotics applications
Experience with a CAD program like SolidWorks (for sensor rack design) would be a plus
Your exact responsibilities will be determined by a combination of your skill set and interests and the priority of the tasks that our group is facing at any given time.
Key job responsibilities:
Assist in evaluating new perception sensors for localization and perception for mobile robotics applications.
Enhance machine learning, localisation, and mapping features that have been prototyped by or in collaboration with our engineering team.
Develop and improve automated tests to enforce code quality and quantify the performance of our solutions in on and off-road environments.
Modify engineering designs using CAD software like SolidWorks"
Ontario Teachers' Pension Plan,"Intern – Investment Analyst, Risk (4 month contract)","The opportunity
January 2022-April 2022
Do you want to get exposure to asset management and cutting edge analytics while working with financial data and implementing business logic using SQL?
We are always investigating new topics such as machine learning and big data analytics, with a view on how they can be practically applied within a pension plan!
You will supply financial data and help develop analytic tools used by researchers to address practical topics for managing the total fund portfolio!
You will learn about asset classes and their risk and return characteristics
You will work with modern web-based technologies and architectures
Who you’ll work with
Working in a team with 4 other quants and/or software developers
The work is project based, with projects ranging from half a day to the full term
Reporting to Director of Research & Analytics in the Strategy & Risk department
Immediate clients are the researchers using the tools and data you develop
Work location is Toronto head office in our hoteling work space
Hours are reasonably flexible with no additional travelling involved
What you’ll do
Depending on the candidate’s skill level in SQL, the role will either be primarily SQL development with some data management or primarily data management.
Programming business logic in SQL
Implementing new analytics in web-based UI
Updating financial time series data in an Oracle database using SQL
Investigating and resolving spikes, gaps, and overlaps in time series data
Interpreting financial and accounting data by applying investment knowledge
Trouble-shoot in-house software applications for performance and functionality
Perform research on other investment managers such as endowments and sovereign wealth funds
What you’ll need
Working knowledge of SQL programming
Familiarity with asset classes and their distinct characteristics
Familiarity with the basic principles of accounting
Solid mathematical background, particularly in statistics
Concentration in Mathematics, Statistics, Finance, Computer Programming or related field.
Knowledge of object-oriented programming is an asset.
Demonstrated interest in statistical modelling, software development, machine learning or AI
Previous work term experience preferred
Enrolled in 3rd / 4th year or related Master’s program
You must be enrolled in a co-op program or returning back to your studies after the work term is completed
What we’re offering
An inclusive and welcoming work environment
Numerous opportunities for professional growth and development, including lunch and learns and online learning through Degreed which offers thousands of courses on a variety of different subjects
Student led team building events on a monthly basis
Discount programs including Edvantage and Perkopolis
Ontario Teachers’ is a globally minded organization and we take pride ensuring that the people we hire and the culture we create reflects and celebrates diversity of thought, background and experience.
If you require an accommodation for the application, recruitment or interview process, please let us know and we will work with you to meet your needs.
How to apply
Are you ready to pursue new challenges and take your career to the next level? Submit your application online at www.otpp.com/careers and apply to requisition #3574. The following documents are required to be uploaded with your application:
Resume
Copy of your transcripts
**Once your resume is uploaded, you may use the ‘upload’ button to attach more documents such as those required and outlined above.
You will also be invited to complete a pre-recorded digital interview as part of your application. This portion of your application will take approximately 10 minutes to complete.
The deadline to apply for this role is September 28, 2021
**We encourage you to apply to your top 3 positions of interest but note that you will only be considered for 1 position at a time.
Please note that as part of our eligibility criteria it is required you are available to begin on or before January 3, 2022 for onboarding and training purposes.
We thank you for applying, however, only those selected for a personal interview will be contacted. Note that candidates must be legally entitled to work in the country where this role is located.
#LI-DNP
Functional Area:
Administration
Requisition ID:
3574
The privacy of your personal information is important to us. Please visit our Privacy Centre to learn how we handle your personal information."
